id,SalePrice
1756,121998.48
1757,120086.35
1758,140967.11
1759,153211.31
1760,169762.17
1761,159869.81
1762,185113.6
1763,162345.81
1764,120578.805
1765,161501.4
1766,196661.47
1767,223067.44
1768,154002.45
1769,173075.36
1770,162549.2
1771,116571.805
1772,123811.11
1773,118907.43
1774,145955.78
1775,146546.14
1776,120463.336
1777,123500.0
1778,146762.36
1779,129857.266
1780,171836.98
1781,120000.92
1782,104965.23
1783,158843.27
1784,103963.54
1785,99586.836
1786,169539.12
1787,172186.36
1788,58907.727
1789,103902.56
1790,96711.87
1791,209378.06
1792,156354.83
1793,121727.84
1794,143400.11
1795,125864.01
1796,153617.31
1797,120987.47
1798,117789.25
1799,108502.64
1800,121623.49
1801,129194.695
1802,129361.164
1803,146622.95
1804,152982.23
1805,131565.64
1806,126052.16
1807,110988.766
1808,114421.25
1809,141455.03
1810,136917.55
1811,118079.81
1812,105829.12
1813,127558.74
1814,97619.65
1815,35417.15
1816,116787.42
1817,104755.06
1818,149963.86
1819,170245.16
1820,59023.918
1821,101727.53
1822,155510.66
1823,73678.83
1824,110869.49
1825,123696.24
1826,90958.984
1827,106012.88
1828,124719.1
1829,145380.08
1830,165847.11
1831,134036.78
1832,79408.42
1833,118422.1
1834,123333.88
1835,112939.516
1836,111810.47
1837,93570.016
1838,104062.46
1839,99176.75
1840,169228.86
1841,148623.95
1842,86523.51
1843,135749.84
1844,132681.58
1845,152909.9
1846,167619.03
1847,150287.75
1848,63028.34
1849,113529.13
1850,120427.63
1851,158329.83
1852,114750.63
1853,154603.3
1854,199962.11
1855,156832.52
1856,234389.36
1857,150212.05
1858,142907.53
1859,96706.75
1860,145852.55
1861,123986.92
1862,346119.9
1863,353872.4
1864,353872.4
1865,359468.8
1866,347135.28
1867,242244.62
1868,289784.25
1869,217472.16
1870,225237.97
1871,249962.16
1872,196828.52
1873,259482.25
1874,148159.7
1875,192886.5
1876,195374.55
1877,204551.77
1878,226105.16
1879,118857.305
1880,127277.33
1881,265511.5
1882,250876.2
1883,199985.0
1884,203175.16
1885,220248.36
1886,260166.92
1887,209913.98
1888,253587.9
1889,166069.22
1890,123734.766
1891,144154.72
1892,101377.11
1893,121713.64
1894,129117.2
1895,123533.414
1896,112454.336
1897,118827.47
1898,133634.05
1899,153551.33
1900,154499.03
1901,156241.28
1902,123028.9
1903,187037.7
1904,140438.03
1905,179811.86
1906,144070.23
1907,183450.2
1908,99853.06
1909,134674.83
1910,124526.08
1911,170979.4
1912,252112.56
1913,157105.25
1914,89548.43
1915,358715.0
1916,48054.02
1917,238137.86
1918,144158.34
1919,191083.27
1920,171675.75
1921,367971.38
1922,284097.34
1923,198389.89
1924,228488.25
1925,185004.23
1926,363806.12
1927,129807.41
1928,158903.27
1929,121182.09
1930,134718.22
1931,144909.83
1932,145957.95
1933,211773.73
1934,174594.39
1935,174936.78
1936,175366.94
1937,188404.02
1938,192907.7
1939,247619.34
1940,192140.92
1941,171244.89
1942,184390.03
1943,206313.11
1944,345520.0
1945,329201.25
1946,155348.22
1947,336465.28
1948,199898.36
1949,239880.02
1950,205097.33
1951,238300.45
1952,207104.3
1953,184331.61
1954,172432.92
1955,145778.58
1956,366806.62
1957,144284.1
1958,300172.75
1959,151792.92
1960,112788.51
1961,130173.64
1962,100650.63
1963,111763.8
1964,104077.13
1965,149024.9
1966,156124.73
1967,266415.28
1968,400915.44
1969,378015.62
1970,361286.4
1971,457613.16
1972,357497.25
1973,287644.16
1974,320441.28
1975,482047.2
1976,277416.75
1977,343402.6
1978,357361.94
1979,343631.44
1980,188579.22
1981,341778.72
1982,216203.22
1983,190806.42
1984,159994.2
1985,222930.36
1986,192872.81
1987,173863.0
1988,169820.34
1989,191172.05
1990,199668.22
1991,229206.27
1992,212230.16
1993,176547.77
1994,223691.36
1995,177125.72
1996,244221.88
1997,292824.34
1998,303142.22
1999,266112.9
2000,295119.38
2001,321610.16
2002,252351.25
2003,255003.02
2004,282422.06
2005,224125.1
2006,225947.55
2007,260440.72
2008,222750.05
2009,191837.05
2010,196438.7
2011,133880.89
2012,162534.89
2013,180446.62
2014,180392.94
2015,186605.08
2016,192417.27
2017,176344.22
2018,135731.14
2019,136011.12
2020,105665.42
2021,111299.2
2022,196546.39
2023,117774.04
2024,257843.78
2025,358233.84
2026,183465.19
2027,170980.38
2028,143814.53
2029,163627.05
2030,280880.28
2031,240312.03
2032,273901.0
2033,264642.66
2034,173389.66
2035,224303.33
2036,193720.08
2037,201009.03
2038,376940.0
2039,201426.4
2040,322604.12
2041,295438.88
2042,215042.38
2043,193033.6
2044,164400.75
2045,191955.36
2046,150035.44
2047,141888.86
2048,141598.6
2049,147127.23
2050,166064.94
2051,112110.07
2052,124843.6
2053,140692.34
2054,131514.06
2055,134576.66
2056,135185.02
2057,116229.71
2058,215829.7
2059,131738.73
2060,159022.88
2061,169495.73
2062,132061.38
2063,123461.77
2064,136351.83
2065,97712.08
2066,160269.62
2067,120657.92
2068,145421.06
2069,94741.65
2070,121937.195
2071,107764.87
2072,138283.75
2073,135020.12
2074,193620.0
2075,145918.06
2076,108491.89
2077,138539.95
2078,119917.48
2079,150860.06
2080,133365.42
2081,114661.06
2082,105779.29
2083,124780.99
2084,109659.586
2085,119034.19
2086,118331.94
2087,93014.37
2088,115198.88
2089,75851.75
2090,125970.45
2091,93476.97
2092,124363.195
2093,88904.555
2094,113014.29
2095,124434.98
2096,95178.89
2097,88679.9
2098,131690.89
2099,75006.48
2100,62243.25
2101,96243.63
2102,139146.7
2103,83403.96
2104,107295.75
2105,117380.53
2106,51415.832
2107,172887.34
2108,115385.52
2109,113307.36
2110,139289.61
2111,156322.33
2112,127940.75
2113,111645.24
2114,130145.38
2115,156903.11
2116,125123.79
2117,141814.08
2118,110365.7
2119,108212.63
2120,133666.66
2121,134031.06
2122,119796.87
2123,92893.6
2124,142175.72
2125,134582.31
2126,140632.97
2127,174954.3
2128,137271.08
2129,99958.734
2130,117128.22
2131,167884.11
2132,116705.23
2133,125612.016
2134,130875.19
2135,97229.16
2136,79166.61
2137,120090.625
2138,126946.836
2139,135323.17
2140,127952.83
2141,151950.28
2142,123181.39
2143,156256.84
2144,125812.43
2145,143138.9
2146,168258.42
2147,150431.22
2148,126003.27
2149,160440.78
2150,196547.28
2151,128235.9
2152,159649.81
2153,179673.28
2154,104095.22
2155,156103.14
2156,250041.75
2157,237869.11
2158,225903.05
2159,223218.72
2160,176811.53
2161,257827.88
2162,391457.1
2163,398660.62
2164,240726.81
2165,209853.27
2166,147311.77
2167,214700.19
2168,206071.92
2169,185653.0
2170,197241.81
2171,135801.78
2172,128101.56
2173,154488.27
2174,224122.95
2175,294538.53
2176,297493.12
2177,234718.03
2178,216300.8
2179,129623.234
2180,189790.38
2181,182169.23
2182,211860.33
2183,201269.03
2184,107749.77
2185,129777.26
2186,126894.6
2187,160058.94
2188,158379.72
2189,246865.19
2190,84168.81
2191,81327.375
2192,85067.05
2193,114607.9
2194,141542.22
2195,108871.055
2196,112506.28
2197,134246.1
2198,178225.42
2199,164150.53
2200,143225.02
2201,125071.46
2202,213415.47
2203,143502.67
2204,160508.5
2205,100767.766
2206,135581.06
2207,203983.92
2208,211534.23
2209,208388.27
2210,111662.266
2211,125641.484
2212,111528.88
2213,99591.1
2214,131498.06
2215,104010.305
2216,138459.48
2217,81737.0
2218,91858.66
2219,87081.32
2220,99774.58
2221,343825.4
2222,280970.16
2223,291202.7
2224,200088.16
2225,138105.31
2226,183075.5
2227,215668.33
2228,255387.73
2229,281874.72
2230,152052.61
2231,213185.9
2232,193596.34
2233,187245.45
2234,264653.56
2235,232554.1
2236,292288.22
2237,330602.7
2238,195712.75
2239,105548.74
2240,158093.22
2241,178365.25
2242,125858.75
2243,143927.47
2244,108678.05
2245,108181.51
2246,136641.33
2247,135131.34
2248,131683.2
2249,121233.95
2250,136911.66
2251,106868.375
2252,171709.31
2253,171024.5
2254,167562.88
2255,179995.52
2256,184405.62
2257,210081.66
2258,164572.7
2259,185702.67
2260,151318.61
2261,194179.05
2262,185417.84
2263,371333.7
2264,625873.1
2265,150742.88
2266,289553.4
2267,337163.22
2268,387502.12
2269,154612.38
2270,207175.67
2271,201290.7
2272,223313.83
2273,150163.78
2274,186142.48
2275,194641.77
2276,195352.56
2277,190841.28
2278,129358.19
2279,138602.94
2280,121495.74
2281,188240.0
2282,194836.28
2283,109315.15
2284,114026.586
2285,167222.23
2286,116405.16
2287,358913.44
2288,260880.62
2289,373666.2
2290,428284.06
2291,291124.4
2292,456564.25
2293,456767.2
2294,370801.66
2295,544111.6
2296,260130.9
2297,329401.5
2298,364430.56
2299,391205.53
2300,350758.3
2301,325776.88
2302,231473.53
2303,233549.27
2304,245595.7
2305,190719.4
2306,189406.31
2307,200860.19
2308,217270.94
2309,283346.34
2310,228985.02
2311,214430.2
2312,169171.75
2313,182263.92
2314,156589.66
2315,164738.1
2316,199813.67
2317,166624.6
2318,178653.66
2319,174854.92
2320,179331.25
2321,243980.86
2322,192032.12
2323,185409.56
2324,188788.45
2325,230007.11
2326,174407.28
2327,191796.1
2328,210712.56
2329,182689.1
2330,175412.88
2331,374725.8
2332,373224.25
2333,305738.62
2334,226576.39
2335,263726.0
2336,287313.44
2337,195094.69
2338,255225.72
2339,204089.98
2340,432094.7
2341,248770.53
2342,230666.73
2343,229996.28
2344,197783.86
2345,226098.97
2346,216018.84
2347,196288.67
2348,241995.84
2349,184356.58
2350,310258.12
2351,278489.6
2352,277520.72
2353,231437.28
2354,135171.8
2355,160248.28
2356,170268.11
2357,185352.05
2358,188973.7
2359,133537.81
2360,119830.02
2361,151259.36
2362,267432.56
2363,125944.31
2364,156934.58
2365,247078.61
2366,210324.47
2367,246978.06
2368,223543.08
2369,237854.22
2370,170404.3
2371,163098.53
2372,186904.14
2373,279954.4
2374,352979.28
2375,233309.34
2376,262722.97
2377,314196.97
2378,145239.25
2379,210892.8
2380,158941.73
2381,176627.06
2382,192594.84
2383,184078.55
2384,256583.3
2385,176270.42
2386,136539.84
2387,126228.43
2388,84172.29
2389,115669.836
2390,133375.81
2391,135384.19
2392,123273.81
2393,173439.22
2394,141962.14
2395,203193.97
2396,140687.86
2397,203982.17
2398,136190.38
2399,58478.977
2400,77831.984
2401,104615.17
2402,137695.81
2403,145698.38
2404,148332.08
2405,167139.89
2406,148515.12
2407,121997.91
2408,148294.05
2409,105519.67
2410,153496.86
2411,125449.52
2412,148478.08
2413,133904.98
2414,158081.62
2415,144022.94
2416,126571.66
2417,119179.15
2418,130851.52
2419,122319.984
2420,119687.96
2421,147602.45
2422,77941.125
2423,120984.37
2424,152966.56
2425,209362.45
2426,137926.17
2427,118021.05
2428,195341.62
2429,114895.48
2430,128462.72
2431,122968.68
2432,130118.195
2433,136884.28
2434,129577.85
2435,129190.7
2436,120422.11
2437,102633.8
2438,119378.96
2439,113897.47
2440,107603.79
2441,111406.65
2442,86405.04
2443,123037.67
2444,144119.55
2445,108568.945
2446,153403.94
2447,229109.9
2448,127062.78
2449,115134.03
2450,142988.97
2451,123027.64
2452,199310.3
2453,94803.94
2454,140895.14
2455,110149.05
2456,126413.195
2457,136658.81
2458,136781.4
2459,129672.17
2460,136614.67
2461,132726.39
2462,115543.26
2463,101292.75
2464,190716.58
2465,148024.39
2466,119688.21
2467,145501.16
2468,92516.16
2469,74596.17
2470,185406.92
2471,188360.14
2472,156391.9
2473,94467.27
2474,83339.37
2475,226962.66
2476,106662.47
2477,110844.81
2478,138300.94
2479,102493.5
2480,165659.39
2481,123875.15
2482,114929.555
2483,109745.32
2484,113184.69
2485,114947.85
2486,148174.38
2487,194575.11
2488,154289.84
2489,148034.47
2490,138797.66
2491,80284.21
2492,172753.58
2493,152495.16
2494,169307.19
2495,88307.71
2496,252561.16
2497,137079.8
2498,108476.21
2499,80422.36
2500,129498.76
2501,134065.16
2502,122985.805
2503,95985.09
2504,190249.83
2505,231922.92
2506,246339.8
2507,292623.78
2508,264317.2
2509,219180.97
2510,223144.95
2511,176594.66
2512,197984.06
2513,224933.56
2514,240874.73
2515,137696.27
2516,182085.58
2517,156047.84
2518,172772.84
2519,225098.9
2520,216374.48
2521,195090.61
2522,227330.97
2523,124670.055
2524,145475.31
2525,184167.56
2526,144377.1
2527,128927.47
2528,129037.39
2529,144658.89
2530,124931.15
2531,234870.5
2532,216682.33
2533,185338.6
2534,221482.17
2535,299459.9
2536,253961.89
2537,237425.86
2538,185759.62
2539,199872.34
2540,181087.44
2541,185029.88
2542,159847.5
2543,127074.97
2544,130809.625
2545,147863.22
2546,134735.38
2547,139402.77
2548,163968.08
2549,169764.36
2550,250146.6
2551,147446.52
2552,138645.31
2553,70659.89
2554,101791.85
2555,134858.42
2556,106604.83
2557,118426.24
2558,126846.41
2559,115138.06
2560,140277.11
2561,135132.02
2562,138766.39
2563,131133.2
2564,185191.11
2565,139592.31
2566,149305.53
2567,131058.3
2568,187931.4
2569,227185.14
2570,114054.87
2571,176859.47
2572,177518.22
2573,227457.33
2574,221271.33
2575,119899.48
2576,132474.9
2577,142629.52
2578,89406.09
2579,75224.94
2580,101252.125
2581,112975.6
2582,126248.37
2583,259403.16
2584,170941.27
2585,197261.58
2586,222113.19
2587,195449.06
2588,158794.3
2589,153863.22
2590,224377.34
2591,214762.12
2592,199093.66
2593,259116.73
2594,159726.44
2595,215285.02
2596,314602.4
2597,193768.44
2598,302658.1
2599,351252.2
2600,111453.7
2601,158152.84
2602,87033.7
2603,90272.71
2604,100171.03
2605,74569.266
2606,154561.48
2607,252811.36
2608,212740.69
2609,178407.73
2610,120153.31
2611,135117.11
2612,164069.06
2613,131005.61
2614,125501.17
2615,179627.33
2616,163746.39
2617,179216.17
2618,241927.2
2619,186782.8
2620,173674.28
2621,191536.39
2622,190651.73
2623,247988.62
2624,313015.56
2625,276016.84
2626,178291.3
2627,180403.23
2628,410489.28
2629,489309.34
2630,337770.88
2631,484732.0
2632,461480.53
2633,291210.9
2634,442437.84
2635,158232.83
2636,177864.48
2637,168785.12
2638,270843.94
2639,204466.22
2640,148317.84
2641,114630.9
2642,201860.42
2643,96450.836
2644,122509.01
2645,114616.3
2646,93029.875
2647,109645.35
2648,144854.39
2649,139625.48
2650,147510.98
2651,147989.5
2652,377534.25
2653,233385.8
2654,236025.92
2655,440435.88
2656,321164.8
2657,362815.16
2658,289829.12
2659,282438.56
2660,345771.12
2661,358099.6
2662,337322.12
2663,263355.88
2664,294858.28
2665,337577.66
2666,292109.0
2667,169939.62
2668,172625.84
2669,175123.56
2670,264759.53
2671,181614.05
2672,228131.47
2673,213391.0
2674,192946.72
2675,171093.89
2676,194713.23
2677,179972.78
2678,252032.39
2679,280764.0
2680,250964.05
2681,361928.88
2682,309235.1
2683,522036.5
2684,301588.38
2685,311674.4
2686,267750.72
2687,324461.72
2688,195708.69
2689,214157.33
2690,421825.38
2691,190932.27
2692,141134.47
2693,208196.8
2694,143579.03
2695,186898.53
2696,176064.75
2697,183601.38
2698,188873.02
2699,183691.73
2700,167723.27
2701,163403.72
2702,134054.73
2703,119241.8
2704,137365.33
2705,114026.44
2706,104872.9
2707,129185.055
2708,127516.555
2709,104466.65
2710,108937.2
2711,336685.2
2712,401843.75
2713,181358.03
2714,162950.67
2715,161557.47
2716,161464.31
2717,212790.73
2718,213301.97
2719,166161.19
2720,197484.2
2721,134325.89
2722,176157.17
2723,150723.5
2724,117116.99
2725,112142.625
2726,136517.05
2727,172741.06
2728,159495.31
2729,158101.83
2730,141182.78
2731,139266.88
2732,128740.43
2733,147550.27
2734,160210.52
2735,112350.19
2736,123425.61
2737,121389.89
2738,139841.16
2739,144948.39
2740,125480.555
2741,136361.97
2742,154902.25
2743,152778.89
2744,154283.72
2745,132891.48
2746,134999.78
2747,126535.41
2748,120681.56
2749,136140.03
2750,136797.92
2751,153755.69
2752,210684.6
2753,133609.17
2754,194911.81
2755,123612.38
2756,102992.484
2757,76874.81
2758,95706.1
2759,156490.78
2760,105446.45
2761,146400.9
2762,139130.31
2763,182591.9
2764,166133.8
2765,276589.97
2766,123797.96
2767,90328.086
2768,135369.17
2769,131190.98
2770,139224.98
2771,116125.85
2772,113018.05
2773,182614.75
2774,121296.695
2775,88447.445
2776,130299.07
2777,150732.31
2778,89909.516
2779,103941.7
2780,110709.2
2781,96528.92
2782,97519.336
2783,99767.125
2784,116854.34
2785,130934.766
2786,101044.055
2787,112640.7
2788,76244.164
2789,165508.95
2790,110127.34
2791,117180.055
2792,84639.13
2793,138093.23
2794,101016.016
2795,111005.29
2796,90868.45
2797,209196.12
2798,98472.7
2799,112948.12
2800,69156.64
2801,114117.5
2802,108581.42
2803,165041.81
2804,130239.484
2805,104489.2
2806,76657.35
2807,168368.28
2808,138346.14
2809,129416.68
2810,126748.7
2811,152885.47
2812,141912.98
2813,176222.73
2814,153335.78
2815,97722.78
2816,220716.25
2817,163050.25
2818,137858.53
2819,170588.28
2820,136841.56
2821,117621.03
2822,203799.88
2823,298070.22
2824,198600.0
2825,156439.83
2826,138860.95
2827,145695.31
2828,257270.61
2829,210687.3
2830,229638.31
2831,187338.11
2832,237215.95
2833,292191.8
2834,220671.33
2835,210920.84
2836,206790.2
2837,155478.97
2838,150820.3
2839,186834.97
2840,191274.44
2841,203033.03
2842,238697.44
2843,143122.92
2844,154342.28
2845,119407.29
2846,213239.62
2847,205258.27
2848,210859.0
2849,196388.88
2850,278859.53
2851,217826.39
2852,230620.47
2853,240497.6
2854,142450.39
2855,198681.11
2856,194735.11
2857,192946.8
2858,209889.78
2859,139030.17
2860,130366.53
2861,131582.02
2862,225389.97
2863,118476.08
2864,247543.0
2865,140011.42
2866,136111.7
2867,111307.4
2868,112222.95
2869,101718.27
2870,138031.77
2871,90353.01
2872,51256.16
2873,73645.74
2874,128956.11
2875,126715.3
2876,139671.5
2877,141819.92
2878,155976.7
2879,140331.78
2880,81235.37
2881,145159.78
2882,172824.47
2883,166153.94
2884,184540.6
2885,174359.53
2886,209669.75
2887,104548.9
2888,133763.4
2889,57456.402
2890,96001.3
2891,132049.02
2892,81412.16
2893,55538.41
2894,70602.71
2895,328933.75
2896,270826.22
2897,214200.03
2898,149012.62
2899,197408.42
2900,165771.88
2901,213790.73
2902,219055.33
2903,365123.66
2904,327953.0
2905,82667.81
2906,189242.64
2907,122354.89
2908,140501.55
2909,156703.75
2910,85324.805
2911,83790.984
2912,161646.64
2913,76977.42
2914,75182.84
2915,93629.47
2916,87750.48
2917,142550.5
2918,120230.96
2919,217003.12
